Tweet,Time,Date,Language,Like,Reply,Retweets,Timestamp
"I bow to Guru Ravidas Ji on his Jayanti. Guru Ravidas Ji was one of the greatest Saints to have been born in our land. He stood for a society that is equal, just and compassionate. His teachings are eternal and are relevant for people of all sections of society.pic.twitter.com/vJa2GmojpY",18:57:00,30/01/18,en,11160,440,2193,6:57 PM - 30 Jan 2018
"Pained by the unfortunate demise of my colleague and MP from Palghar, Shri Chintaman Wanaga. He played an important role in building the BJP in the Thane region and did commendable work for the welfare of tribals. My thoughts are with his family and supporters in this sad hour.",01:00:00,30/01/18,en,16291,780,2902,1:00 AM - 30 Jan 2018
We bow to all those martyrs who have sacrificed themselves in service of our nation. We will always remember their courage as well as dedication towards the nation.,18:10:00,29/01/18,en,17293,521,3341,6:10 PM - 29 Jan 2018
"Earlier today, Rashtrapati Ji gave a thoughtful and comprehensive address to both Houses of Parliament, outlining the work done by the Government and the road ahead, as we all work together to build a New India. http://presidentofindia.nic.in/speeches-detail.htm?432 …",06:42:00,29/01/18,en,15300,744,2966,6:42 AM - 29 Jan 2018
Some more photos from the #BeatingRetreat ceremony.pic.twitter.com/dAobFuLgTU,06:40:00,29/01/18,en,16502,736,2695,6:40 AM - 29 Jan 2018
Joined the #BeatingRetreat ceremony. Here are some glimpses.pic.twitter.com/DrMidKDPB5,06:38:00,29/01/18,en,14582,577,2669,6:38 AM - 29 Jan 2018
Here is a beautiful rendition of the NCC song from today's rally.pic.twitter.com/0GqaaXbmFV,05:13:00,28/01/18,en,19413,1220,3324,5:13 AM - 28 Jan 2018
"The youth of India is unable to tolerate corruption and we are committed to uprooting the evil of corruption from our society. It does not matter how much power one has, if someone is corrupt he or she will be punished.pic.twitter.com/9hlBRJ1ika",05:06:00,28/01/18,en,23167,1990,4712,5:06 AM - 28 Jan 2018
Punjab Kesari Lala Lajpat Rai left an indelible mark on India’s history. We remember him as a righteous and courageous leader who dedicated himself towards India’s freedom. Tributes to him on his birth anniversary.,18:03:00,27/01/18,en,25172,757,4473,6:03 PM - 27 Jan 2018
Do tune in tomorrow at 11 AM. #MannKiBaatpic.twitter.com/V0jh0TLM6r,08:03:00,27/01/18,en,22823,2336,3778,8:03 AM - 27 Jan 2018
"Met tableaux artists, NCC cadets, NSS volunteers and guests from tribal communities. Our interaction was extremely lively. Sharing the video. http://nm-4.com/qey5 pic.twitter.com/dEEWY2wGND",05:44:00,27/01/18,en,14508,699,2754,5:44 AM - 27 Jan 2018
"Had a wonderful meeting with Samdech Hun Sen, Prime Minister of Cambodia. We reviewed bilateral relations and discussed new avenues of cooperation. http://nm-4.com/icy5 pic.twitter.com/aAn8pOwbNL",05:42:00,27/01/18,en,9473,395,1689,5:42 AM - 27 Jan 2018
Thank you PM Frank Bainimarama! for the Republic Day wishes. India truly cherishes our deep-rooted ties with Fiji.https://twitter.com/fijipm/status/956782956567130112 …,07:53:00,26/01/18,en,17910,627,2901,7:53 AM - 26 Jan 2018
"Prime Minister of Lao PDR, Thongloun Sisoulith and I had a wonderful meeting. The talks focussed on closer economic and cultural ties between our nations.pic.twitter.com/noK8RcczvP",07:51:00,26/01/18,en,9928,299,1743,7:51 AM - 26 Jan 2018
I thank the @ASEAN leaders for joining the #RepublicDay celebrations.pic.twitter.com/bOP6QQgy54,23:39:00,25/01/18,en,18720,632,3651,11:39 PM - 25 Jan 2018
"We celebrate #RepublicDay and remember the great women and men who gave us a Constitution we are extremely proud of. 

Here are glimpses from Rajpath.pic.twitter.com/BjQiBFezX9",23:38:00,25/01/18,en,32231,1600,6597,11:38 PM - 25 Jan 2018
"Held talks with President @jokowi. India cherishes the special friendship with Indonesia. We discussed ways to enhance engagement, especially trade and people-to-people relations.pic.twitter.com/y34L2nYYEl",09:13:00,25/01/18,en,11196,458,2063,9:13 AM - 25 Jan 2018
We released a set of postage stamps which mark 25 years of ASEAN-India friendship.pic.twitter.com/Igxa9Y2zi0,07:06:00,25/01/18,en,13093,397,2609,7:06 AM - 25 Jan 2018
ASEAN and India celebrate 25 years of a strong partnership that has benefitted the entire world. We seek to expand this cooperation in the years to come. @ASEANpic.twitter.com/lLBXvWDv1X,07:01:00,25/01/18,en,15718,739,3609,7:01 AM - 25 Jan 2018
"My meetings with @ASEAN leaders continued today. Held productive discussions with the PM of Thailand, General Prayut Chan-o-cha. India and Thailand are cooperating extensively in the economic, cultural and security spheres. Our talks will add new vigour to bilateral ties.pic.twitter.com/6XGGiAw4Rx",03:45:00,25/01/18,en,10569,523,1877,3:45 AM - 25 Jan 2018
"A wonderful article by @ASEAN Chair Singapore’s PM, Mr. @leehsienloong. It beautifully covers the rich history, robust cooperation and promising future of India-ASEAN relations.https://blogs.timesofindia.indiatimes.com/toi-edit-page/revive-a-millennial-partnership-singapore-has-played-a-major-role-in-indias-closer-integration-with-asean/ …",20:08:00,24/01/18,en,8500,415,2225,8:08 PM - 24 Jan 2018
"I urge all the eligible voters, particularly youngsters, to register themselves and strengthen our democracy with their participation.The power of a vote is immense.pic.twitter.com/GKd6zpbUP8",18:09:00,24/01/18,en,14836,950,3384,6:09 PM - 24 Jan 2018
"Greetings to everyone on #NationalVotersDay. Congratulations to the Election Commission of India, which was founded on this day.",18:06:00,24/01/18,en,19556,948,3856,6:06 PM - 24 Jan 2018
"Met the winners of the National Bravery Awards 2017. In the next set of Tweets, I would be talking about every winner and his or her bravery. Their acts of courage will leave you amazed and inspired!pic.twitter.com/8gh4cxAprT",06:37:00,24/01/18,en,14506,999,3123,6:37 AM - 24 Jan 2018
"We salute the skills, strengths and fortitude of the girl child. 
We are proud of the accomplishments of the girl child in various fields. #NationalGirlChildDaypic.twitter.com/7icXo4lUQV",22:06:00,23/01/18,en,23587,1158,5407,10:06 PM - 23 Jan 2018
Here is my speech at @wef. #IndiaMeansBusiness http://nm-4.com/1tx5 pic.twitter.com/mRzY393fkH,06:58:00,23/01/18,en,13413,924,3727,6:58 AM - 23 Jan 2018
"Delighted to meet you, PM @JustinTrudeau. Looking forward to welcoming you to India next month.pic.twitter.com/4FnRWKiVkz",06:54:00,23/01/18,en,9886,363,2148,6:54 AM - 23 Jan 2018
Had a fruitful interaction with Queen Maxima of the Netherlands.pic.twitter.com/aOLeoy0Jrz,06:50:00,23/01/18,en,15831,573,2622,6:50 AM - 23 Jan 2018
"If you want wealth and wellness, come to India.

If you want health and wholeness, come to India.

If you want prosperity and peace, come to India!pic.twitter.com/SsPe77fos0",06:46:00,23/01/18,en,54618,4828,13876,6:46 AM - 23 Jan 2018
"A predictable, stable, transparent and progressive India will continue to be the good news in an otherwise state of uncertainty and flux.pic.twitter.com/xR25nibLFc",06:45:00,23/01/18,en,8995,230,2381,6:45 AM - 23 Jan 2018
"India is forever committed to furthering world peace, brotherhood and harmony. We will always put humanity first and help others.pic.twitter.com/w5nJ82SZ3x",06:45:00,23/01/18,en,9564,301,2513,6:45 AM - 23 Jan 2018
"The world needs to adapt to changing scenarios, to fight the challenge of protectionism. Here are my thoughts on why globalisation is essential in this century.pic.twitter.com/LJNHyjXeL5",06:43:00,23/01/18,en,9223,249,2373,6:43 AM - 23 Jan 2018
There cannot be ‘good terror’ and ‘bad terror.’ The world must come together and uproot all forces of terrorism and radicalisation.pic.twitter.com/55h7VBTQTE,06:43:00,23/01/18,en,8287,234,2428,6:43 AM - 23 Jan 2018
Among the major challenges the world faces today is climate change. It is our responsibility to mitigate this menace and India is playing an active role on this front.pic.twitter.com/Rtc17CKu9O,06:42:00,23/01/18,en,13580,468,3198,6:42 AM - 23 Jan 2018
Remembering Balasaheb Thackeray on his birth anniversary. He will always be remembered as a brave leader who worked tirelessly towards fulfilling the aspirations of people.,18:24:00,22/01/18,en,33070,988,6240,6:24 PM - 22 Jan 2018
The valour of Netaji Subhas Chandra Bose makes every Indian proud. We bow to this great personality on his Jayanti.pic.twitter.com/Qrao1dnmQZ,18:05:00,22/01/18,en,27849,1331,7357,6:05 PM - 22 Jan 2018
"On reaching Davos, held talks with the President of the Swiss Confederation, Mr. @alain_berset. We reviewed the scope of our bilateral cooperation and discussed ways to deepen it even further.pic.twitter.com/aPOXnHrajt",10:41:00,22/01/18,en,17788,777,3341,10:41 AM - 22 Jan 2018
Greetings on Basant Panchami. I pray that this auspicious occasion makes our society happier and even more harmonious. May the blessings of Maa Saraswati always remain with us and bestow us with wisdom.,17:27:00,21/01/18,en,39796,2640,8111,5:27 PM - 21 Jan 2018
"I look forward to my first visit to the World Economic Forum at Davos, at the invitation of India’s good friend and Founder of the WEF, Prof Klaus Schwab. The theme of the Forum, “Creating a Shared Future in a Fractured World” is both thoughtful and apt. @wef #IndiaMeansBusiness",04:56:00,21/01/18,en,18027,856,4128,4:56 AM - 21 Jan 2018
Will be speaking to @RShivshankar and @navikakumar on @TimesNow at 9 PM this evening. Do watch the interview. #PMModiSpeaksToTimesNowpic.twitter.com/zbwwkRgPZo,20:33:00,20/01/18,en,24936,1487,5155,8:33 PM - 20 Jan 2018
Hearing this little girl will make your morning even better! Great passion towards Swachhata.https://twitter.com/indiatoday/status/954771944926138368 …,18:45:00,20/01/18,en,15793,542,4376,6:45 PM - 20 Jan 2018
Perks and power do not attract me…all that matters to me is my duty and serving the people of our great nation.pic.twitter.com/poWjsbkLDw,06:42:00,20/01/18,en,12516,580,3091,6:42 AM - 20 Jan 2018
"National interest, not political considerations guide decision making in our Government. Our focus is empowerment and ‘ease of living’ for every Indian.pic.twitter.com/seHGbjxV64",06:42:00,20/01/18,en,18378,1093,4299,6:42 AM - 20 Jan 2018
Congratulations to our cricket team for winning the 2018 Blind Cricket World Cup! They make the nation proud and inspire every Indian with their game as well as phenomenal attitude. True champions!,05:37:00,20/01/18,en,63188,2136,12425,5:37 AM - 20 Jan 2018
"Delighted to know that the Ramayana Festival, with participation of all ten ASEAN countries, begins in Delhi today. This celebrates India's deep civilizational and historical relations with the ASEAN region.",23:20:00,19/01/18,en,22244,736,5255,11:20 PM - 19 Jan 2018
"Over the last two years, India’s membership of MTCR, Wassenaar Arrangement & Australia Group reaffirms India's strong non-proliferation credentials & also our commitment to global peace and security.",21:36:00,19/01/18,en,17881,577,3904,9:36 PM - 19 Jan 2018
I thank Australia and other members of the Australia Group for export control for supporting India's entry in it.,21:35:00,19/01/18,en,15751,392,3231,9:35 PM - 19 Jan 2018
"Watch my interview with @sudhirchaudhary on @ZeeNews, in which I speak about a wide range of subjects. #ModiOnZee https://www.facebook.com/ZeeNewsHindi/videos/1881574598573758/ …",09:44:00,19/01/18,en,29100,3059,7314,9:44 AM - 19 Jan 2018
Wonderful news! Delighted that INSV Tarini has rounded Cape Horn in the last few hours. We are extremely proud of their accomplishments.pic.twitter.com/edmCvfecDN,21:13:00,18/01/18,en,35805,1477,6512,9:13 PM - 18 Jan 2018
"Wonderful bonding, Prime Minister!https://twitter.com/netanyahu/status/954037352749387776 …",10:09:00,18/01/18,en,37182,1389,6761,10:09 AM - 18 Jan 2018
Visited the Centre of Excellence for Vegetables with PM @netanyahu. We were briefed on the progress in India-Israel agriculture cooperation and interacted with hardworking farmers. http://nm-4.com/s4w5 pic.twitter.com/4guRSfLyy9,05:12:00,17/01/18,en,15544,744,3400,5:12 AM - 17 Jan 2018
"PM @netanyahu trying his hand at kite flying. Like a kite soaring high, India-Israel friendship is scaling new heights and will benefit not only our citizens but also the entire humankind.pic.twitter.com/gOLRsjMGpE",02:23:00,17/01/18,en,17847,610,4025,2:23 AM - 17 Jan 2018
Gujarat extends a warm welcome to Mrs. Netanyahu and PM @netanyahu.pic.twitter.com/aiw8Opb8ku,23:02:00,16/01/18,en,16600,671,3433,11:02 PM - 16 Jan 2018
"PM @netanyahu will experience Gujarat’s remarkable hospitality during our visit to the state today. We will attend various programmes and interact with a wide range of people, ranging from innovators, entrepreneurs and farmers. Know more.http://nm-4.com/wzw5 ",20:30:00,16/01/18,en,12009,488,2814,8:30 PM - 16 Jan 2018
"The Rajasthan refinery will be the first in the state, which is blessed with immense oil and gas reserves. This refinery will benefit Rajasthan, especially the industrious youth of the state.",08:16:00,15/01/18,en,30617,1525,5628,8:16 AM - 15 Jan 2018
"Looking forward to visiting Rajasthan tomorrow. Will attend a programme to mark the commencement of work for the Rajasthan Refinery at Pachpadra, in Barmer and will also address a public meeting.",08:15:00,15/01/18,en,18894,751,3513,8:15 AM - 15 Jan 2018
India and Israel will strengthen the existing pillars of cooperation in areas that touch the lives of our people. We shall also venture into less explored areas of cooperation.pic.twitter.com/kc8EsMdZTf,03:57:00,15/01/18,en,18801,700,3873,3:57 AM - 15 Jan 2018
"India and Israel are creating a a robust partnership- of hope, trust, extensive and cutting edge cooperation, joint endeavours and shared successes. My talks with PM @netanyahu will accelerate this engagement, paving way for positive outcomes.pic.twitter.com/rgNyuYyiUx",03:53:00,15/01/18,en,13711,468,3024,3:53 AM - 15 Jan 2018
The Makar Sankranti festivities have been observed with great fervour across India. We salute the hardwork of our farmers and pray for their prosperity.,18:49:00,14/01/18,en,19490,675,3598,6:49 PM - 14 Jan 2018
Our Army always puts the nation first. I salute all those great individuals who sacrificed their lives while serving the nation. India will never forget our valiant heroes.,18:44:00,14/01/18,en,31174,962,6591,6:44 PM - 14 Jan 2018
"On Army Day, I convey greetings to the soldiers, veterans and their families. Every citizen of India has unwavering trust and pride in our Army, which protects the nation and is also at the forefront of humanitarian efforts during times of natural disasters and other accidents.",18:42:00,14/01/18,en,27911,967,6236,6:42 PM - 14 Jan 2018
"Delighted to welcome Mrs. Netanyahu and PM @netanyahu to 7, Lok Kalyan Marg. @IsraeliPMpic.twitter.com/FDI4MJlKBq",07:36:00,14/01/18,en,25365,1067,5262,7:36 AM - 14 Jan 2018
"In the presence of PM @netanyahu, paid tributes to the brave Indian soldiers who fought at Haifa. The spot where we commemorate their sacrifice will now be called Teen Murti - Haifa Chowk.pic.twitter.com/WmXdS6pE7F",02:36:00,14/01/18,en,21175,823,5194,2:36 AM - 14 Jan 2018
"This year we mark 100 years of the end of the First World War. We remember with pride, the Indian soldiers who fought valiantly in the war.",02:32:00,14/01/18,en,30166,761,5968,2:32 AM - 14 Jan 2018
"Welcome to India, my friend PM @netanyahu! Your visit to India is historic and special. It will further cement the close friendship between our nations. @IsraeliPM #ShalomNamastepic.twitter.com/sidgMmA1fu",00:45:00,14/01/18,en,46267,2655,12120,12:45 AM - 14 Jan 2018
India’s youth has given a befitting reply to those who are trying to divide society. It is our youth that will take India to new heights.pic.twitter.com/od6bhl9wxp,06:44:00,12/01/18,en,21314,1554,4710,6:44 AM - 12 Jan 2018
I am glad that the theme for the National Youth Festival is ‘Sankalp Se Siddhi.’ It is our collective aim to fulfil the dreams of those who devoted their life for India’s freedom and create a country that would make them proud.,06:40:00,12/01/18,en,26391,788,4457,6:40 AM - 12 Jan 2018
"Benefits of India's success are available to our partners! Out of the 31 Satellites, 28 belonging to 6 other countries are carried by today's launch.",21:04:00,11/01/18,en,28609,1034,5536,9:04 PM - 11 Jan 2018
"The launch of the 100th satellite by @isro signifies both its glorious achievements, and also the bright future of India's space programme.",21:04:00,11/01/18,en,14164,439,3501,9:04 PM - 11 Jan 2018
"My heartiest congratulations to @isro and its scientists on the successful launch of PSLV today. This success in the New Year will bring benefits of the country's rapid strides in space technology to our citizens, farmers, fishermen etc.",21:03:00,11/01/18,en,20302,732,5016,9:03 PM - 11 Jan 2018
"I bow to Swami Vivekananda on his Jayanti. Today, on National Youth Day I salute the indomitable energy and enthusiasm of our youngsters, who are the builders of New India.pic.twitter.com/1aXEqvVRgY",18:13:00,11/01/18,en,42265,2300,9656,6:13 PM - 11 Jan 2018
We pay homage to Shastri Ji on his Punya Tithi. His impeccable service and courageous leadership will be remembered for generations to come.,19:34:00,10/01/18,en,35354,1790,6291,7:34 PM - 10 Jan 2018
Had an extensive interaction with economists and experts on ‘Economic Policy- the Road Ahead.’ The participants shared insightful views on various aspects relating to the economy and policy making.http://nm-4.com/n6v5 ,06:59:00,10/01/18,en,21405,1318,4072,6:59 AM - 10 Jan 2018
Well done @alleaanchal for winning an international medal in skiing! The entire nation is ecstatic on your historic accomplishment at the FIS International Skiing Competition in Turkey. Wishing you the very best for your future endeavours.,21:10:00,09/01/18,en,33196,1290,6178,9:10 PM - 9 Jan 2018
Members of the Indian diaspora are our 'permanent ambassadors.'pic.twitter.com/kS8IcIS4rf,05:39:00,09/01/18,en,24539,1384,4257,5:39 AM - 9 Jan 2018
Urged police officers to break all silos that can affect policing. Also asked them to use social media effectively and increase communication in local languages.,06:21:00,08/01/18,en,28221,1242,4994,6:21 AM - 8 Jan 2018
India will continue to play a strong role in furthering the emerging global consensus towards greater information sharing on illicit financial dealings. We are also committed to strengthening cyber security apparatus.,06:21:00,08/01/18,en,16627,479,3241,6:21 AM - 8 Jan 2018
Had focussed discussions with groups of officers on specific areas of policing and security. I also inaugurated five new buildings at the BSF Academy. http://nm-4.com/8rv5 pic.twitter.com/wqVeEi44Ep,05:00:00,07/01/18,en,16826,834,3012,5:00 AM - 7 Jan 2018
"At the Conference of DGPs and IGPs in Tekanpur, Madhya Pradesh, there were insightful presentations and fruitful discussions on aspects relating to our security apparatus. There was also a presentation on the implementation status of decisions taken during the last three years.",04:59:00,07/01/18,en,23473,902,4029,4:59 AM - 7 Jan 2018
"Reached Madhya Pradesh. Will join the Annual Conference of DGPs and IGPs at the BSF Academy, Tekanpur. Top police officials from all over India will attend this two day conference in which key security issues will be discussed.pic.twitter.com/yH9pAEk6S9",19:48:00,06/01/18,en,30263,1657,4498,7:48 PM - 6 Jan 2018
"On his birthday, I convey my greetings to Himachal Pradesh's energetic Chief Minister Shri Jai Ram Thakur. May Almighty bless him with a long and healthy life.",20:33:00,05/01/18,en,28929,1179,3743,8:33 PM - 5 Jan 2018
Paid tributes to the venerable Dr. Babasaheb Ambedkar.pic.twitter.com/ryBeitwwwL,06:16:00,05/01/18,en,27261,1218,4597,6:16 AM - 5 Jan 2018
Serving in lesser developed districts provides a massive opportunity to bring a positive difference through innovative means. Urged officials to focus on inclusive and all-round development for the transformation of our nation.,05:50:00,05/01/18,en,20287,696,3694,5:50 AM - 5 Jan 2018
Birthday greetings to our senior leader Dr. Murli Manohar Joshi. He has made a significant contribution in building the BJP. He left a strong mark on our education sector with his great work. May he be blessed with a long and healthy life.,17:52:00,04/01/18,en,39361,1632,5639,5:52 PM - 4 Jan 2018
I bow to the great Savitribai Phule on her Jayanti. Hers was a life devoted to the empowerment of the poor and marginalised. She gave utmost importance to education and social reform. We are deeply guided by her ideals and are working tirelessly towards fulfilling her vision.,21:54:00,02/01/18,en,37655,1505,6280,9:54 PM - 2 Jan 2018
"Dear sisters and brothers of Assam, I am delighted to share that the @PMOIndia website is now available in Assamese. Do have a look. http://www.pmindia.gov.in/asm/ ",03:14:00,01/01/18,en,11707,328,2716,3:14 AM - 1 Jan 2018
"Wishing you all a happy 2018! I pray that this year brings joy, prosperity and good health in everyone's lives.",17:35:00,31/12/17,en,97364,13116,16411,5:35 PM - 31 Dec 2017
Do tune in at 11 AM tomorrow. #MannKiBaatpic.twitter.com/LlwrZPQDxo,02:21:00,30/12/17,en,28818,2605,4788,2:21 AM - 30 Dec 2017
Congratulations @vishy64theking! You've proven your mettle time and again. Your tenacity inspires us. India is proud of your exemplary success at the World Rapid Chess Championship!,02:20:00,29/12/17,en,45034,1778,7945,2:20 AM - 29 Dec 2017
Warm birthday greetings to my valued colleague Shri @arunjaitley Ji. I pray for his long and healthy life.,18:25:00,27/12/17,en,43505,2478,5662,6:25 PM - 27 Dec 2017
"In Shimla, relished coffee at the Indian Coffee House and reminisced old days. The coffee tastes as good as it did two decades ago, when I would frequent Himachal for party work.pic.twitter.com/XOYzlpLc43",00:34:00,27/12/17,en,41838,2361,6978,12:34 AM - 27 Dec 2017
I thank the people of Shimla for the warm welcome.pic.twitter.com/YsbdScY9Py,00:03:00,27/12/17,en,17216,541,3018,12:03 AM - 27 Dec 2017
The swearing in ceremony of the Council of Ministers of Himachal Pradesh took place in the midst of great fervour.pic.twitter.com/CeYlpEa0sI,00:00:00,27/12/17,en,22388,1055,4125,12:00 AM - 27 Dec 2017
Congratulations to Shri Jairam Thakur and all those who took oath today. I am confident this team will work tirelessly and serve the people of Himachal Pradesh with exceptional diligence.pic.twitter.com/rmHbCEeULO,23:58:00,26/12/17,en,23832,1149,3612,11:58 PM - 26 Dec 2017
I would once again like to thank the people of Gujarat for giving the BJP this opportunity to serve the state. The bond between Gujarat and BJP is extremely special. I assure my Gujarati sisters and brothers that we will leave no stone unturned in further developing Gujarat.,00:25:00,26/12/17,en,35946,1986,5945,12:25 AM - 26 Dec 2017
"Attending today’s oath taking ceremony in Gujarat brought back memories of the ceremonies in 2001, 2002, 2007 and 2012 when I got the opportunity to serve Gujarat as CM.pic.twitter.com/tLQSpRIbgX",00:08:00,26/12/17,en,31770,2096,5308,12:08 AM - 26 Dec 2017
"Political leaders, Chief Ministers of various states, our esteemed NDA allies and respected former Chief Ministers of Gujarat joined the occasion, making it even more special.pic.twitter.com/hsN4Dv1zQn",00:04:00,26/12/17,en,16653,641,3227,12:04 AM - 26 Dec 2017
"I appreciate the work of the UP Government under CM @myogiadityanath Ji towards developing the state. He has shown inspirational leadership by rejecting superstition, blind faith and visiting Noida.pic.twitter.com/qOWnUVRemS",04:15:00,25/12/17,en,18683,975,3542,4:15 AM - 25 Dec 2017
"I recalled the visionary leadership of Atal Ji, who emphasised on building a roads network across India. He is the ‘Bharat Marg Vidhata’, a statesman who has shown the way for India’s transformation in the 21st century.",04:12:00,25/12/17,en,33877,1093,5719,4:12 AM - 25 Dec 2017
"On this special day, delighted to inaugurate the new Magenta Line of the Delhi Metro. Had the opportunity of travelling in the Metro as well. Here are some glimpses.pic.twitter.com/bd3qAr2MMU",04:09:00,25/12/17,en,17786,976,3168,4:09 AM - 25 Dec 2017
Visited Atal Ji to convey birthday greetings to him. Spent time with his family as well.pic.twitter.com/3MSor8x2UD,22:57:00,24/12/17,en,31101,1406,5070,10:57 PM - 24 Dec 2017
Birthday greetings to our beloved Atal Ji. His phenomenal as well as visionary leadership made India more developed and further raised our prestige at the world stage. I pray for his good health.,18:18:00,24/12/17,en,52268,2482,10667,6:18 PM - 24 Dec 2017
"Happy to see a significant rise in the BJP’s vote share in Sabang, West Bengal. I thank the people for their support and assure them that BJP will leave no stone unturned in serving West Bengal. I appreciate the @BJP4Bengal Karyakartas for their effort.",05:11:00,24/12/17,en,23695,1555,4938,5:11 AM - 24 Dec 2017
"In January 2017, I had the opportunity to visit Patna to join the 350th birth anniversary celebrations of Sri Guru Gobind Singh Ji. Sharing my speech on the occasion. http://nm-4.com/4a1z pic.twitter.com/XueXwVn0Ut",02:16:00,24/12/17,en,15589,537,3085,2:16 AM - 24 Dec 2017
Sri Guru Gobind Singh Ji believed in the power of equality. He opposed all forms of social discrimination and was revered for his sense of justice as well as honesty.,02:08:00,24/12/17,en,25677,922,4681,2:08 AM - 24 Dec 2017
"Had a productive meeting with the Deputy Prime Minister of Russia, Mr. Dmitry Rogozin. This year saw increased high-level exchanges between India and Russia, which benefits our nations. We discussed cooperation in areas including energy and technology. http://nm-4.com/m8t5 ",07:35:00,23/12/17,en,19969,903,3227,7:35 AM - 23 Dec 2017
Remembering Chaudhary Charan Singh ji on his birth anniversary. Chaudhary Sahab served the nation with utmost dedication. He worked assiduously for the development of our villages and always championed the rights of our farmers.,18:24:00,22/12/17,en,36324,1859,5372,6:24 PM - 22 Dec 2017
"Spent the day in Lakshadweep, Tamil Nadu and Kerala meeting people affected by #CycloneOckhi. I assured them that the entire nation stands firmly with them in these difficult times.http://nm-4.com/1ot5 ",06:23:00,19/12/17,en,19094,718,3819,6:23 AM - 19 Dec 2017
People of Gujarat have spoken in a clear voice- they stand for development.pic.twitter.com/jage57K7Yj,19:10:00,18/12/17,en,33639,3063,6897,7:10 PM - 18 Dec 2017
I thank the people of Mangaluru for the warm welcome last evening.pic.twitter.com/UvCOdFm1p7,19:10:00,18/12/17,en,28774,1501,4924,7:10 PM - 18 Dec 2017
"Leaving for Mangaluru, Karnataka. Tomorrow, I will visit Lakshadweep, Tamil Nadu, and Kerala and extensively review the situation that has arisen due to #CycloneOckhi. I will meet cyclone victims, fishermen, farmers, officials and public representatives.http://nm-4.com/ejt5 ",06:52:00,18/12/17,en,20903,1106,4363,6:52 AM - 18 Dec 2017
"The victory in Gujarat is special. Starting from 1989, people of Gujarat have been blessing BJP in every Lok Sabha and Vidhan Sabha election. It is an honour to be serving Gujarat for so many years. We will continue to work for Gujarat’s growth.",06:37:00,18/12/17,en,38832,2467,8065,6:37 AM - 18 Dec 2017
I bow to the people of Gujarat and Himachal Pradesh for their affection and trust in BJP. I assure them that we will leave no stone unturned in furthering the development journey of these states and serve the people tirelessly.,02:01:00,18/12/17,en,53220,5605,12164,2:01 AM - 18 Dec 2017
Election results in Gujarat and Himachal Pradesh indicate a strong support for politics of good governance and development. I salute the hardworking BJP Karyakartas in these states for their hardwork which has led to these impressive victories.,02:01:00,18/12/17,en,37432,2689,8779,2:01 AM - 18 Dec 2017
Such news makes me extremely happy and emotional. It is gladdening to see so many lives being brightened.https://twitter.com/ani/status/942290040230522880 …,03:01:00,17/12/17,en,35883,2299,8923,3:01 AM - 17 Dec 2017
Delighted to meet my friend @KarzaiH in New Delhi.pic.twitter.com/zMMtEKDMcl,08:06:00,16/12/17,en,28503,1165,4021,8:06 AM - 16 Dec 2017
"In Meghalaya, it is time for change, it is time for BJP! @BJP4Meghalayahttp://nm-4.com/3et5 ",03:07:00,16/12/17,en,13435,746,3231,3:07 AM - 16 Dec 2017
Congress corruption in Meghalaya has not even left the education sector untouched. Their mismanagement and corruption in the sector will impact the future of Meghalaya's bright youngsters.pic.twitter.com/rV42ciXRYZ,03:03:00,16/12/17,en,20104,1084,3833,3:03 AM - 16 Dec 2017
On #VijayDiwas we salute the unflinching courage of all those who fought in 1971 and protected our nation diligently. Every Indian is proud of their heroism and service.,22:10:00,15/12/17,en,23787,1021,5253,10:10 PM - 15 Dec 2017
Reached Aizawl. Looking forward to interacting with the people of Mizoram.pic.twitter.com/EaYzX6RfV7,20:05:00,15/12/17,en,23065,887,3911,8:05 PM - 15 Dec 2017
It is my privilege to be dedicating the Tuirial Hydropower Project to the nation at tomorrow’s programme in Aizawl. The completion of this project is a boon for the people of Mizoram.,05:48:00,15/12/17,en,15251,393,3044,5:48 AM - 15 Dec 2017
"The enchanting and effervescent Northeast calls! Looking forward to visiting Mizoram and Meghalaya tomorrow, where various development projects will be inaugurated. These projects will add impetus to the development journey of the Northeast.",05:46:00,15/12/17,en,11913,367,2523,5:46 AM - 15 Dec 2017
Delighted to see several people share their positive memories of 2017! Keep sharing and spreading positivity for #PositiveIndia.pic.twitter.com/QZUjGBrbKX,23:31:00,14/12/17,en,25524,1306,5445,11:31 PM - 14 Dec 2017
We remember the great Sardar Patel on his Punya Tithi. Every Indian is indebted to Sardar Patel for his monumental service to our nation.,18:35:00,14/12/17,en,36788,1581,7967,6:35 PM - 14 Dec 2017
Took part in the all-party meeting in Delhi this evening.pic.twitter.com/1ZeVaOYCMP,07:13:00,14/12/17,en,19772,1019,2961,7:13 AM - 14 Dec 2017
Cast my vote for the 2017 Gujarat polls.pic.twitter.com/mXd9GTRvtb,01:31:00,14/12/17,en,40716,2858,6956,1:31 AM - 14 Dec 2017
On my way to cast my vote in Ahmedabad.,22:21:00,13/12/17,en,36520,2576,5400,10:21 PM - 13 Dec 2017
"The 21st century is Asia’s century. Our Government accords highest importance to the Indian Ocean region, guided by the principle of Sagar - Security And Growth for All in the Region.http://nm-4.com/12s5 ",22:21:00,13/12/17,en,11854,372,2560,10:21 PM - 13 Dec 2017
